index,Diện tích,Dài,Rộng,Giá/m2,Ngày
66207.0,35 m²,8 m,4 m,"71,43 triệu/m²",2020_07_27
66224.0,25 m²,7 m,3 m,68 triệu/m²,2020_07_27
66233.0,40 m²,8 m,5 m,"87,5 triệu/m²",2020_07_27
66234.0,34 m²,10 m,5 m,"47,06 triệu/m²",2020_07_27
66254.0,34 m²,9 m,4 m,"94,12 triệu/m²",2020_07_27
66259.0,37 m²,10 m,3.7 m,"83,78 triệu/m²",2020_07_27
66264.0,35 m²,8 m,4 m,"77,14 triệu/m²",2020_07_27
66266.0,34 m²,8.5 m,4 m,"91,18 triệu/m²",2020_07_27
66267.0,35 m²,7 m,5 m,100 triệu/m²,2020_07_27
66270.0,48 m²,9 m,5 m,"67,71 triệu/m²",2020_07_27
66278.0,34 m²,5 m,8 m,"108,82 triệu/m²",2020_07_27
66279.0,70 m²,14 m,5 m,"89,29 triệu/m²",2020_07_27
66281.0,60 m²,12 m,5 m,325 triệu/m²,2020_07_27
66282.0,36 m²,9 m,4 m,"136,11 triệu/m²",2020_07_27
66289.0,40 m²,9 m,4 m,"82,5 triệu/m²",2020_07_27
66291.0,52 m²,11 m,5 m,"88,46 triệu/m²",2020_07_27
66295.0,50 m²,12 m,4 m,108 triệu/m²,2020_07_27
66302.0,34 m²,10 m,3 m,"98,53 triệu/m²",2020_07_27
66303.0,162 m²,18 m,9 m,"55,56 triệu/m²",2020_07_27
66307.0,55 m²,10 m,5 m,"83,64 triệu/m²",2020_07_27
66309.0,27 m²,7 m,4 m,"196,3 triệu/m²",2020_07_27
66312.0,30 m²,8 m,3 m,"48,33 triệu/m²",2020_07_27
66313.0,40 m²,10 m,4 m,"132,5 triệu/m²",2020_07_27
66315.0,20 m²,6 m,3 m,80 triệu/m²,2020_07_27
66317.0,35 m²,9 m,4 m,"88,57 triệu/m²",2020_07_27
66332.0,33 m²,11 m,3 m,"106,06 triệu/m²",2020_07_27
66336.0,50 m²,10 m,5 m,95 triệu/m²,2020_07_27
66339.0,40 m²,11.5 m,3.5 m,"102,5 triệu/m²",2020_07_27
66344.0,36 m²,10 m,3.6 m,"40,28 triệu/m²",2020_07_27
66347.0,30 m²,6 m,5 m,"66,67 triệu/m²",2020_07_27
66364.0,53 m²,12 m,4 m,"116,98 triệu/m²",2020_07_27
66391.0,36 m²,9 m,4 m,"94,44 triệu/m²",2020_07_27
66394.0,25 m²,8 m,3 m,74 triệu/m²,2020_07_27
66403.0,60 m²,12 m,4 m,"53,33 triệu/m²",2020_07_27
66408.0,52 m²,10 m,5 m,"201,92 triệu/m²",2020_07_27
66412.0,40 m²,10 m,4 m,85 triệu/m²,2020_07_27
66430.0,41 m²,10 m,4.2 m,"160,98 triệu/m²",2020_07_27
66437.0,40 m²,7 m,6 m,97 triệu/m²,2020_07_27
66441.0,20 m²,5 m,4 m,93 triệu/m²,2020_07_27
66444.0,70 m²,11.2 m,4 m,"64,29 triệu/m²",2020_07_27
66448.0,33 m²,6 m,5 m,"82,42 triệu/m²",2020_07_27
66452.0,40 m²,10 m,4 m,98 triệu/m²,2020_07_27
66457.0,30 m²,10 m,3 m,"183,33 triệu/m²",2020_07_27
66460.0,40 m²,9 m,3 m,"98,75 triệu/m²",2020_07_27
66464.0,45 m²,8 m,6 m,"81,78 triệu/m²",2020_07_27
66467.0,40 m²,10 m,4 m,80 triệu/m²,2020_07_27
66473.0,41 m²,19 m,4 m,"109,76 triệu/m²",2020_07_27
66476.0,50 m²,10 m,5 m,98 triệu/m²,2020_07_27
66478.0,50 m²,12 m,4 m,67 triệu/m²,2020_07_27
66484.0,40 m²,8 m,5 m,"72,5 triệu/m²",2020_07_27
66485.0,125 m²,15.2 m,8.2 m,"117,6 triệu/m²",2020_07_27
66488.0,90 m²,20 m,4 m,"333,33 triệu/m²",2020_07_27
66489.0,51 m²,11 m,4 m,"76,47 triệu/m²",2020_07_27
66491.0,48 m²,10 m,5 m,"145,83 triệu/m²",2020_07_27
66500.0,22 m²,6 m,4 m,75 triệu/m²,2020_07_27
66504.0,40 m²,11 m,3 m,"97,5 triệu/m²",2020_07_27
66511.0,60 m²,10 m,6 m,70 triệu/m²,2020_07_27
66514.0,30 m²,9 m,3 m,"116,67 triệu/m²",2020_07_27
66520.0,42 m²,11 m,3 m,"83,33 triệu/m²",2020_07_27
66521.0,45 m²,12 m,4 m,80 triệu/m²,2020_07_27
66522.0,70 m²,18 m,4 m,"62,14 triệu/m²",2020_07_27
66523.0,48 m²,12 m,4 m,"133,33 triệu/m²",2020_07_27
66525.0,35 m²,7 m,5 m,"124,29 triệu/m²",2020_07_27
66527.0,30 m²,9 m,3 m,"22,25 triệu/m²",2020_07_27
66530.0,45 m²,11 m,4 m,"21,11 triệu/m²",2020_07_27
66537.0,51 m²,14 m,3 m,"130,39 triệu/m²",2020_07_27
66539.0,34 m²,6 m,6 m,"108,82 triệu/m²",2020_07_27
66541.0,52 m²,11 m,6 m,"211,54 triệu/m²",2020_07_27
66543.0,27 m²,7 m,4 m,"112,96 triệu/m²",2020_07_27
66545.0,52 m²,6 m,8 m,"130,77 triệu/m²",2020_07_27
66548.0,40 m²,8.3 m,4.8 m,"56,25 triệu/m²",2020_07_27
66550.0,40 m²,10 m,4 m,110 triệu/m²,2020_07_27
66552.0,44 m²,11 m,4 m,"89,77 triệu/m²",2020_07_27
66554.0,22 m²,8 m,3 m,"68,18 triệu/m²",2020_07_27
66555.0,35 m²,9 m,4 m,"98,57 triệu/m²",2020_07_27
66558.0,40 m²,10 m,4 m,"92,5 triệu/m²",2020_07_27
66559.0,35 m²,9 m,4 m,"88,57 triệu/m²",2020_07_27
66560.0,27 m²,12 m,3 m,"33,33 triệu/m²",2020_07_27
66562.0,22 m²,6 m,4 m,"245,45 triệu/m²",2020_07_27
66564.0,140 m²,25 m,4 m,100 triệu/m²,2020_07_27
66568.0,28 m²,7 m,4 m,"73,21 triệu/m²",2020_07_27
66573.0,35 m²,10 m,3 m,100 triệu/m²,2020_07_27
66574.0,46 m²,12 m,4 m,"80,43 triệu/m²",2020_07_27
66586.0,32 m²,6 m,5 m,"70,31 triệu/m²",2020_07_27
66587.0,90 m²,10 m,7 m,"143,33 triệu/m²",2020_07_27
66588.0,30 m²,6 m,5 m,"113,33 triệu/m²",2020_07_27
66592.0,39 m²,7 m,5 m,"102,56 triệu/m²",2020_07_27
66594.0,38 m²,9 m,4 m,"103,95 triệu/m²",2020_07_27
66596.0,45 m²,11 m,4 m,"87,78 triệu/m²",2020_07_27
66600.0,40 m²,10 m,4 m,67 triệu/m²,2020_07_27
66601.0,47 m²,11 m,4 m,"64,89 triệu/m²",2020_07_27
66605.0,100 m²,14 m,6 m,33 triệu/m²,2020_07_27
66608.0,45 m²,9 m,5 m,"83,33 triệu/m²",2020_07_27
66613.0,55 m²,12 m,4 m,"172,73 triệu/m²",2020_07_27
66625.0,44 m²,13 m,33 m,"39,32 triệu/m²",2020_07_27
66632.0,70 m²,17.5 m,4 m,260 triệu/m²,2020_07_27
66635.0,80 m²,15 m,5.3 m,"387,5 triệu/m²",2020_07_27
66636.0,42 m²,10 m,4.1 m,"83,33 triệu/m²",2020_07_27
66637.0,156 m²,21 m,7 m,865.384 đ/m²,2020_07_27
66638.0,100 m²,12 m,8 m,275 triệu/m²,2020_07_27
66649.0,42 m²,11.6 m,3.6 m,"94,05 triệu/m²",2020_07_27
66652.0,60 m²,12 m,5.45 m,"67,5 triệu/m²",2020_07_27
66657.0,44 m²,11 m,4 m,"89,77 triệu/m²",2020_07_27
66659.0,30 m²,10 m,4 m,110 triệu/m²,2020_07_27
66660.0,25 m²,8 m,3 m,94 triệu/m²,2020_07_27
66662.0,30 m²,6 m,5 m,"61,67 triệu/m²",2020_07_27
66663.0,30 m²,10 m,3 m,150 triệu/m²,2020_07_27
66668.0,154 m²,20 m,8 m,"180,52 triệu/m²",2020_07_27
66675.0,35 m²,9 m,4 m,120 triệu/m²,2020_07_27
66677.0,48 m²,10 m,5 m,"108,33 triệu/m²",2020_07_27
66680.0,40 m²,10 m,4 m,"62,5 triệu/m²",2020_07_27
66683.0,23 m²,8 m,3 m,"80,43 triệu/m²",2020_07_27
66687.0,36 m²,9 m,4.5 m,"109,72 triệu/m²",2020_07_27
66689.0,23 m²,8 m,3 m,"78,26 triệu/m²",2020_07_27
66692.0,40 m²,10 m,4 m,80 triệu/m²,2020_07_27
66696.0,55 m²,10 m,54 m,"54,55 triệu/m²",2020_07_27
66698.0,27 m²,9 m,3 m,"166,67 triệu/m²",2020_07_27
66699.0,28 m²,9 m,3 m,"80,36 triệu/m²",2020_07_27
66700.0,46 m²,115 m,4 m,"147,83 triệu/m²",2020_07_27
66701.0,115 m²,16.5 m,7 m,"104,35 triệu/m²",2020_07_27
66704.0,78 m²,12 m,7 m,"110,83 triệu/m²",2020_07_27
66706.0,68 m²,6.8 m,10 m,"170,59 triệu/m²",2020_07_27
66707.0,18 m²,6 m,3 m,"172,22 triệu/m²",2020_07_27
66710.0,38 m²,10 m,3 m,"89,47 triệu/m²",2020_07_27
66714.0,66 m²,10 m,3 m,"56,06 triệu/m²",2020_07_27
66715.0,35 m²,9 m,4 m,"91,43 triệu/m²",2020_07_27
66716.0,37 m²,11 m,32 m,"43,24 triệu/m²",2020_07_27
66719.0,81 m²,23 m,4 m,"679,01 triệu/m²",2020_07_27
66721.0,36 m²,9 m,4 m,"93,06 triệu/m²",2020_07_27
66724.0,37 m²,10 m,3 m,"94,59 triệu/m²",2020_07_27
66727.0,40 m²,10 m,4 m,"172,5 triệu/m²",2020_07_27
66730.0,50 m²,7 m,8 m,180 triệu/m²,2020_07_27
66733.0,55 m²,14 m,4 m,"90,91 triệu/m²",2020_07_27
66735.0,40 m²,10 m,4 m,"172,5 triệu/m²",2020_07_27
66737.0,41 m²,11 m,4 m,"75,61 triệu/m²",2020_07_27
66738.0,47 m²,10 m,5 m,"68,09 triệu/m²",2020_07_27
66741.0,35 m²,9 m,4 m,"88,57 triệu/m²",2020_07_27
66742.0,28 m²,8 m,3 m,"126,79 triệu/m²",2020_07_27
66748.0,45 m²,10 m,4 m,"73,33 triệu/m²",2020_07_27
66753.0,49 m²,5 m,10 m,"140,82 triệu/m²",2020_07_27
66754.0,34 m²,8 m,4 m,"91,18 triệu/m²",2020_07_27
66756.0,30 m²,8 m,4 m,"61,67 triệu/m²",2020_07_27
66761.0,37 m²,10 m,37 m,"72,97 triệu/m²",2020_07_27
66774.0,68 m²,9 m,8 m,"41,18 triệu/m²",2020_07_27
66782.0,31 m²,8 m,3 m,"112,9 triệu/m²",2020_07_27
66790.0,50 m²,12 m,4 m,84 triệu/m²,2020_07_27
66796.0,42 m²,10 m,4.2 m,"91,67 triệu/m²",2020_07_27
66810.0,30 m²,10 m,3 m,"66,33 triệu/m²",2020_07_27
66812.0,45 m²,9 m,5 m,140 triệu/m²,2020_07_27
66817.0,42 m²,12 m,3 m,"83,33 triệu/m²",2020_07_27
66823.0,44 m²,7 m,5 m,"90,91 triệu/m²",2020_07_27
66825.0,33 m²,8 m,4 m,"72,73 triệu/m²",2020_07_27
66827.0,54 m²,13 m,4 m,"12,96 triệu/m²",2020_07_27
66828.0,55 m²,11 m,5 m,"65,45 triệu/m²",2020_07_27
66830.0,29 m²,10 m,3 m,"91,38 triệu/m²",2020_07_27
66832.0,42 m²,8 m,5 m,"28,57 triệu/m²",2020_07_27
66836.0,52 m²,13 m,4 m,"115,38 triệu/m²",2020_07_27
66838.0,136 m²,23 m,6 m,"242,65 triệu/m²",2020_07_27
66841.0,81 m²,16 m,5 m,"259,26 triệu/m²",2020_07_27
66859.0,41 m²,11 m,4 m,"136,59 triệu/m²",2020_07_27
66861.0,100 m²,16 m,6 m,78 triệu/m²,2020_07_27
66864.0,35 m²,9 m,3 m,"46,29 triệu/m²",2020_07_27
66865.0,34 m²,8.5 m,4 m,"89,71 triệu/m²",2020_07_27
66869.0,37 m²,9.3 m,4 m,100 triệu/m²,2020_07_27
66873.0,45 m²,14 m,3 m,120 triệu/m²,2020_07_27
66880.0,36 m²,9 m,4 m,"81,94 triệu/m²",2020_07_27
66883.0,30 m²,10 m,3 m,85 triệu/m²,2020_07_27
66884.0,36 m²,4 m,3 m,"93,06 triệu/m²",2020_07_27
66885.0,85 m²,20 m,4.3 m,"305,88 triệu/m²",2020_07_27
66892.0,36 m²,10 m,36 m,"91,67 triệu/m²",2020_07_27
66911.0,30 m²,10 m,3 m,65 triệu/m²,2020_07_27
66913.0,25 m²,4 m,6 m,80 triệu/m²,2020_07_27
66915.0,37 m²,4 m,9 m,"67,57 triệu/m²",2020_07_27
66931.0,30 m²,7 m,4 m,"83,33 triệu/m²",2020_07_27
66941.0,50 m²,12 m,4 m,130 triệu/m²,2020_07_27
66950.0,45 m²,11 m,4 m,"182,22 triệu/m²",2020_07_27
66964.0,32 m²,6 m,4 m,"101,56 triệu/m²",2020_07_27
66968.0,288 m²,18 m,16 m,"67,71 triệu/m²",2020_07_27
66974.0,60 m²,15 m,4 m,70 triệu/m²,2020_07_27
66976.0,46 m²,15 m,3 m,"273,91 triệu/m²",2020_07_27
66980.0,38 m²,11 m,3.5 m,"121,05 triệu/m²",2020_07_27
66984.0,32 m²,9 m,3 m,"45,31 triệu/m²",2020_07_27
66990.0,30 m²,7 m,5.2 m,"83,33 triệu/m²",2020_07_27
66993.0,37 m²,7.77 m,4.5 m,"105,41 triệu/m²",2020_07_27
67001.0,33 m²,8 m,4.2 m,"81,82 triệu/m²",2020_07_27
67002.0,44 m²,12.5 m,3.5 m,"83,86 triệu/m²",2020_07_27
67004.0,33 m²,9.4 m,3.5 m,"80,3 triệu/m²",2020_07_27
67008.0,70 m²,14 m,5 m,"53,86 triệu/m²",2020_07_27
67009.0,52 m²,10 m,4 m,"240,38 triệu/m²",2020_07_27
67012.0,21 m²,8 m,3 m,"90,48 triệu/m²",2020_07_27
67017.0,51 m²,11 m,4 m,"116,67 triệu/m²",2020_07_27
67018.0,40 m²,8 m,5 m,"108,75 triệu/m²",2020_07_27
67023.0,15 m²,4 m,3.8 m,"126,67 triệu/m²",2020_07_27
67027.0,46 m²,7 m,6 m,"86,74 triệu/m²",2020_07_27
67028.0,45 m²,8 m,5 m,"82,22 triệu/m²",2020_07_27
67037.0,55 m²,11 m,5 m,"141,82 triệu/m²",2020_07_27
67049.0,42 m²,9.5 m,4 m,"309,52 triệu/m²",2020_07_27
67057.0,220 m²,15.7 m,14 m,818.181 đ/m²,2020_07_27
67058.0,18 m²,7 m,3 m,155 triệu/m²,2020_07_27
67061.0,30 m²,6.8 m,4.46 m,160 triệu/m²,2020_07_27
67072.0,40 m²,11 m,3 m,85 triệu/m²,2020_07_27
67073.0,35 m²,10 m,3 m,"71,43 triệu/m²",2020_07_27
67074.0,45 m²,9 m,5 m,"106,67 triệu/m²",2020_07_27
67078.0,37 m²,9 m,4 m,"46,76 triệu/m²",2020_07_27
67089.0,180 m²,18 m,10 m,"28,89 triệu/m²",2020_07_27
67093.0,41 m²,90 m,46 m,"103,66 triệu/m²",2020_07_27
67094.0,45 m²,11 m,4 m,"93,33 triệu/m²",2020_07_27
67099.0,32 m²,8 m,4 m,"93,75 triệu/m²",2020_07_27
67100.0,40 m²,10 m,4 m,"49,75 triệu/m²",2020_07_27
67106.0,50 m²,12 m,6 m,52 triệu/m²,2020_07_27
67110.0,30 m²,10 m,3 m,"166,67 triệu/m²",2020_07_27
67113.0,30 m²,10 m,3.5 m,"143,33 triệu/m²",2020_07_27
67118.0,65 m²,13 m,5 m,"166,15 triệu/m²",2020_07_27
67120.0,60 m²,12 m,5 m,400 triệu/m²,2020_07_27
67125.0,40 m²,8 m,5 m,"137,5 triệu/m²",2020_07_27
67130.0,26 m²,7 m,3 m,"61,54 triệu/m²",2020_07_27
67133.0,41 m²,10 m,4 m,"141,46 triệu/m²",2020_07_27
67134.0,40 m²,10 m,4 m,"162,5 triệu/m²",2020_07_27
67145.0,50 m²,5 m,12 m,136 triệu/m²,2020_07_27
67146.0,90 m²,15 m,6 m,"94,44 triệu/m²",2020_07_27
67156.0,31 m²,6 m,4 m,"96,77 triệu/m²",2020_07_27
67161.0,396 m²,20 m,12 m,"53,03 triệu/m²",2020_07_27
67162.0,30 m²,11 m,3 m,95 triệu/m²,2020_07_27
67165.0,35 m²,9 m,4 m,"94,29 triệu/m²",2020_07_27
67168.0,43 m²,7 m,6 m,"93,02 triệu/m²",2020_07_27
67170.0,34 m²,10 m,3 m,"111,76 triệu/m²",2020_07_27
67173.0,34 m²,10 m,3 m,"35,29 triệu/m²",2020_07_27
67176.0,42 m²,12 m,3 m,"114,29 triệu/m²",2020_07_27
67181.0,60 m²,10 m,6 m,55 triệu/m²,2020_07_27
67182.0,34 m²,8 m,4 m,"91,18 triệu/m²",2020_07_27
67186.0,50 m²,10 m,5 m,100 triệu/m²,2020_07_27
67193.0,37 m²,10 m,4 m,"113,51 triệu/m²",2020_07_27
67196.0,59 m²,10 m,6 m,"177,97 triệu/m²",2020_07_27
67198.0,214 m²,7 m,30 m,"88,79 triệu/m²",2020_07_27
67203.0,68 m²,16 m,6 m,"491,18 triệu/m²",2020_07_27
67210.0,34 m²,10 m,4 m,"108,24 triệu/m²",2020_07_27
67212.0,30 m²,7 m,3 m,60 triệu/m²,2020_07_27
67223.0,40 m²,10 m,4 m,"102,5 triệu/m²",2020_07_27
67227.0,30 m²,7 m,4 m,"73,33 triệu/m²",2020_07_27
67233.0,36 m²,10 m,3.6 m,"36,67 triệu/m²",2020_07_27
67241.0,25 m²,8 m,3 m,112 triệu/m²,2020_07_27
67244.0,40 m²,10 m,4 m,"112,5 triệu/m²",2020_07_27
67245.0,80 m²,19 m,4.1 m,50 triệu/m²,2020_07_27
67264.0,30 m²,8 m,4 m,"75,33 triệu/m²",2020_07_27
67267.0,78 m²,15 m,5 m,"192,31 triệu/m²",2020_07_27
67273.0,40 m²,14 m,4 m,110 triệu/m²,2020_07_27
67277.0,60 m²,11 m,5.8 m,"78,33 triệu/m²",2020_07_27
67279.0,52 m²,11 m,4 m,75 triệu/m²,2020_07_27
67285.0,346 m²,253 m,137 m,"6,07 triệu/m²",2020_07_27
67295.0,73 m²,10 m,7 m,"112,33 triệu/m²",2020_07_27
67301.0,12 m²,4.5 m,2.7 m,"137,5 triệu/m²",2020_07_27
67306.0,30 m²,8 m,4 m,85 triệu/m²,2020_07_27
67307.0,24 m²,10 m,3 m,"110,42 triệu/m²",2020_07_27
67311.0,25 m²,8 m,3.1 m,88 triệu/m²,2020_07_27
67312.0,40 m²,12 m,3 m,70 triệu/m²,2020_07_27
67316.0,50 m²,12.5 m,4 m,78 triệu/m²,2020_07_27
67324.0,50 m²,10 m,5 m,74 triệu/m²,2020_07_27
67325.0,40 m²,10 m,4 m,90 triệu/m²,2020_07_27
67328.0,21 m²,8 m,3.1 m,"104,76 triệu/m²",2020_07_27
67330.0,33 m²,8 m,4 m,"30,3 triệu/m²",2020_07_27
67341.0,12 m²,4 m,2 m,100 triệu/m²,2020_07_27
67345.0,32 m²,7 m,4 m,"67,81 triệu/m²",2020_07_27
67347.0,75 m²,19 m,4 m,58 triệu/m²,2020_07_27
67349.0,37 m²,9 m,4 m,"72,97 triệu/m²",2020_07_27
67355.0,35 m²,10 m,305 m,"65,71 triệu/m²",2020_07_27
67357.0,36 m²,9 m,42 m,"97,22 triệu/m²",2020_07_27
67367.0,85 m²,18 m,4 m,100 triệu/m²,2020_07_27
67376.0,40 m²,10 m,4 m,"92,5 triệu/m²",2020_07_27
67377.0,52 m²,7 m,8 m,"2,31 triệu/m²",2020_07_27
67380.0,36 m²,8 m,5 m,"54,72 triệu/m²",2020_07_27
67381.0,22 m²,5 m,4 m,"95,45 triệu/m²",2020_07_27
67387.0,33 m²,15 m,4 m,"107,58 triệu/m²",2020_07_27
67392.0,60 m²,11.5 m,5 m,55 triệu/m²,2020_07_27
67395.0,56 m²,14 m,4 m,"60,71 triệu/m²",2020_07_27
67397.0,30 m²,10 m,3 m,"66,67 triệu/m²",2020_07_27
67402.0,90 m²,20 m,7 m,"133,33 triệu/m²",2020_07_27
67407.0,33 m²,6 m,5 m,"82,42 triệu/m²",2020_07_27
67416.0,50 m²,10 m,4 m,124 triệu/m²,2020_07_27
67429.0,45 m²,11 m,4 m,"62,22 triệu/m²",2020_07_27
67430.0,75 m²,10 m,8 m,68 triệu/m²,2020_07_27
67431.0,38 m²,9 m,4 m,"71,05 triệu/m²",2020_07_27
67433.0,25 m²,10 m,3 m,112 triệu/m²,2020_07_27
67436.0,31 m²,9 m,3 m,"70,97 triệu/m²",2020_07_27
67438.0,35 m²,11 m,3 m,"72,86 triệu/m²",2020_07_27
67440.0,28 m²,1 m,4 m,"117,86 triệu/m²",2020_07_27
67442.0,30 m²,7 m,4 m,90 triệu/m²,2020_07_27
67443.0,38 m²,4 m,10 m,"84,21 triệu/m²",2020_07_27
67452.0,45 m²,5 m,8 m,"21,78 triệu/m²",2020_07_27
67457.0,20 m²,5 m,3 m,95 triệu/m²,2020_07_27
67461.0,40 m²,10 m,4 m,"137,5 triệu/m²",2020_07_27
67463.0,30 m²,6 m,5 m,"143,33 triệu/m²",2020_07_27
67466.0,40 m²,10 m,4 m,"157,5 triệu/m²",2020_07_27
67467.0,55 m²,10 m,5 m,"227,27 triệu/m²",2020_07_27
67469.0,54 m²,14 m,4 m,"83,33 triệu/m²",2020_07_27
67470.0,37 m²,9 m,4 m,"67,57 triệu/m²",2020_07_27
67485.0,30 m²,6 m,5 m,"90,67 triệu/m²",2020_07_27
67486.0,52 m²,10 m,5 m,125 triệu/m²,2020_07_27
67491.0,55 m²,11 m,5 m,"50,91 triệu/m²",2020_07_27
67494.0,72 m²,14 m,4.8 m,"62,5 triệu/m²",2020_07_27
67495.0,40 m²,9 m,4 m,140 triệu/m²,2020_07_27
67499.0,32 m²,5 m,6 m,"56,25 triệu/m²",2020_07_27
67507.0,23 m²,4 m,5 m,"76,09 triệu/m²",2020_07_27
67512.0,45 m²,9.4 m,4.8 m,"73,33 triệu/m²",2020_07_27
67517.0,75 m²,13 m,5 m,"206,67 triệu/m²",2020_07_27
67519.0,30 m²,8 m,3.5 m,"63,33 triệu/m²",2020_07_27
67524.0,105 m²,20 m,5 m,160 triệu/m²,2020_07_27
67527.0,45 m²,10 m,4.5 m,"64,44 triệu/m²",2020_07_27
67539.0,40 m²,10 m,4 m,"112,5 triệu/m²",2020_07_27
67541.0,39 m²,11 m,3.5 m,100 triệu/m²,2020_07_27
67542.0,70 m²,16 m,42 m,"36,43 triệu/m²",2020_07_27
67549.0,94 m²,16 m,5 m,"76,6 triệu/m²",2020_07_27
67551.0,52 m²,11 m,4.5 m,68.846 đ/m²,2020_07_27
67555.0,52 m²,13 m,4 m,"57,31 triệu/m²",2020_07_27
67558.0,40 m²,8 m,5 m,"67,5 triệu/m²",2020_07_27
67561.0,36 m²,9 m,39 m,"86,11 triệu/m²",2020_07_27
67567.0,35 m²,7 m,5 m,"77,14 triệu/m²",2020_07_27
67568.0,70 m²,11.2 m,6.2 m,"221,43 triệu/m²",2020_07_27
67570.0,36 m²,8 m,4 m,"65,28 triệu/m²",2020_07_27
67571.0,40 m²,7 m,6 m,"132,5 triệu/m²",2020_07_27
67574.0,40 m²,10 m,4 m,"58,75 triệu/m²",2020_07_27
67583.0,36 m²,9 m,4 m,"63,89 triệu/m²",2020_07_27
67585.0,44 m²,57 m,10 m,"43,18 triệu/m²",2020_07_27
67587.0,40 m²,10 m,4 m,"112,5 triệu/m²",2020_07_27
67589.0,38 m²,13 m,3 m,"106,58 triệu/m²",2020_07_27
67591.0,55 m²,9 m,6 m,"113,64 triệu/m²",2020_07_27
67596.0,100 m²,22 m,4.6 m,100 triệu/m²,2020_07_27
67599.0,39 m²,8 m,4 m,"174,36 triệu/m²",2020_07_27
67605.0,32 m²,9 m,3 m,"70,31 triệu/m²",2020_07_27
67623.0,39 m²,6 m,6 m,"74,36 triệu/m²",2020_07_27
67641.0,75 m²,12 m,6 m,"126,67 triệu/m²",2020_07_27
67650.0,64 m²,9.9 m,6.5 m,"85,94 triệu/m²",2020_07_27
67653.0,35 m²,9 m,4 m,"81,43 triệu/m²",2020_07_27
67661.0,94 m²,16.5 m,5.7 m,"76,6 triệu/m²",2020_07_27
67662.0,48 m²,10 m,45 m,"183,33 triệu/m²",2020_07_27
67669.0,50 m²,12 m,4 m,258 triệu/m²,2020_07_27
67675.0,80 m²,13 m,6 m,"122,5 triệu/m²",2020_07_27
67686.0,27 m²,7 m,4 m,"74,07 triệu/m²",2020_07_27
67692.0,60 m²,10 m,6 m,"78,33 triệu/m²",2020_07_27
67696.0,45 m²,12 m,3 m,"191,11 triệu/m²",2020_07_27
67700.0,42 m²,7 m,6 m,"169,05 triệu/m²",2020_07_27
67701.0,75 m²,12 m,6 m,320 triệu/m²,2020_07_27
67704.0,100 m²,22.2 m,4.5 m,153 triệu/m²,2020_07_27
67709.0,110 m²,30 m,3 m,"122,73 triệu/m²",2020_07_27
67717.0,25 m²,6 m,4 m,96 triệu/m²,2020_07_27
67719.0,35 m²,9 m,3 m,74 triệu/m²,2020_07_27
67724.0,55 m²,13 m,4 m,"92,73 triệu/m²",2020_07_27
67726.0,37 m²,9 m,4 m,"91,89 triệu/m²",2020_07_27
67727.0,50 m²,12.5 m,4 m,89 triệu/m²,2020_07_27
67734.0,36 m²,9 m,4 m,"63,89 triệu/m²",2020_07_27
67742.0,37 m²,11 m,3 m,"67,57 triệu/m²",2020_07_27
67746.0,80 m²,20 m,4 m,75 triệu/m²,2020_07_27
67747.0,12 m²,3 m,4 m,"108,33 triệu/m²",2020_07_27
67748.0,28 m²,5 m,6 m,"94,64 triệu/m²",2020_07_27
67755.0,36 m²,9 m,4 m,"91,67 triệu/m²",2020_07_27
67759.0,25 m²,7 m,3 m,96 triệu/m²,2020_07_27
67763.0,44 m²,11 m,4 m,"43,18 triệu/m²",2020_07_27
67764.0,35 m²,9 m,4 m,"151,43 triệu/m²",2020_07_27
67773.0,28 m²,5 m,5 m,"84,64 triệu/m²",2020_07_27
67776.0,66 m²,14.6 m,4.5 m,"227,27 triệu/m²",2020_07_27
67797.0,26 m²,5.5 m,4.7 m,"88,46 triệu/m²",2020_07_27
67803.0,162 m²,18 m,9 m,"62,96 triệu/m²",2020_07_27
67809.0,50 m²,11 m,4 m,50 triệu/m²,2020_07_27
67819.0,45 m²,7 m,6 m,"188,89 triệu/m²",2020_07_27
67820.0,34 m²,8 m,4 m,"70,59 triệu/m²",2020_07_27
67832.0,82 m²,12 m,7 m,"97,56 triệu/m²",2020_07_27
67841.0,42 m²,8 m,5 m,"25,71 triệu/m²",2020_07_27
67844.0,56 m²,13.4 m,4 m,"91,07 triệu/m²",2020_07_27
67848.0,35 m²,9 m,4 m,80 triệu/m²,2020_07_27
67854.0,110 m²,11 m,9 m,"272,73 triệu/m²",2020_07_27
67860.0,37 m²,9 m,4 m,"45,95 triệu/m²",2020_07_27
67863.0,200 m²,20 m,10 m,170 triệu/m²,2020_07_27
67864.0,25 m²,8 m,3 m,98 triệu/m²,2020_07_27
67867.0,130 m²,27 m,4 m,"288,46 triệu/m²",2020_07_27
67871.0,94 m²,16.5 m,5.7 m,"76,6 triệu/m²",2020_07_27
67874.0,38 m²,10 m,4 m,"55,26 triệu/m²",2020_07_27
67882.0,30 m²,10 m,3 m,"83,33 triệu/m²",2020_07_27
67887.0,55 m²,13 m,4.22 m,"72,55 triệu/m²",2020_07_27
67896.0,43 m²,11 m,4 m,"44,19 triệu/m²",2020_07_27
67899.0,50 m²,13 m,4 m,92 triệu/m²,2020_07_27
67910.0,36 m²,10 m,3 m,"55,56 triệu/m²",2020_07_27
